Angola,Africa,2006,Wheat,571
Angola,Africa,2007,Wheat,605
Angola,Africa,2008,Wheat,645
Angola,Africa,2009,Wheat,658
Angola,Africa,2010,Wheat,693
Angola,Africa,2011,Wheat,776
Angola,Africa,2012,Wheat,837
Angola,Africa,2013,Wheat,874
Angola,Africa,2006,Rice,117
Angola,Africa,2007,Rice,122
Angola,Africa,2008,Rice,130
Angola,Africa,2009,Rice,138
Angola,Africa,2010,Rice,139
Angola,Africa,2011,Rice,147
Angola,Africa,2012,Rice,182
Angola,Africa,2013,Rice,174
Australia,Oceania,2006,Wheat,1369
Australia,Oceania,2007,Wheat,1439
Australia,Oceania,2008,Wheat,1568
Australia,Oceania,2009,Wheat,1678
Australia,Oceania,2010,Wheat,1649
Australia,Oceania,2011,Wheat,1684
Australia,Oceania,2012,Wheat,1602
Australia,Oceania,2013,Wheat,1645
Australia,Oceania,2006,Rice,206
Australia,Oceania,2007,Rice,210
Australia,Oceania,2008,Rice,247
Australia,Oceania,2009,Rice,251
Australia,Oceania,2010,Rice,260
Australia,Oceania,2011,Rice,248
Australia,Oceania,2012,Rice,243
Australia,Oceania,2013,Rice,258
Brazil,South America,2006,Wheat,9823
Brazil,South America,2007,Wheat,10169
Brazil,South America,2008,Wheat,10285
Brazil,South America,2009,Wheat,10335
Brazil,South America,2010,Wheat,10517
Brazil,South America,2011,Wheat,10528
Brazil,South America,2012,Wheat,10387
Brazil,South America,2013,Wheat,10620
Brazil,South America,2006,Rice,6519
Brazil,South America,2007,Rice,6319
Brazil,South America,2008,Rice,6379
Brazil,South America,2009,Rice,6688
Brazil,South America,2010,Rice,6546
Brazil,South America,2011,Rice,6727
Brazil,South America,2012,Rice,6309
Brazil,South America,2013,Rice,6437
Canada,North America,2006,Wheat,2854
Canada,North America,2007,Wheat,2908
Canada,North America,2008,Wheat,2897
Canada,North America,2009,Wheat,2895
Canada,North America,2010,Wheat,2889
Canada,North America,2011,Wheat,2724
Canada,North America,2012,Wheat,2992
Canada,North America,2013,Wheat,2989
Canada,North America,2006,Rice,293
Canada,North America,2007,Rice,304
Canada,North America,2008,Rice,327
Canada,North America,2009,Rice,310
Canada,North America,2010,Rice,304
Canada,North America,2011,Rice,317
Canada,North America,2012,Rice,316
Canada,North America,2013,Rice,445
China,Asia,2006,Wheat,89687
China,Asia,2007,Wheat,88622
China,Asia,2008,Wheat,86896
China,Asia,2009,Wheat,84339
China,Asia,2010,Wheat,85382
China,Asia,2011,Wheat,86750
China,Asia,2012,Wheat,87212
China,Asia,2013,Wheat,87783
China,Asia,2006,Rice,101234
China,Asia,2007,Rice,101221
China,Asia,2008,Rice,104423
China,Asia,2009,Rice,105363
China,Asia,2010,Rice,106350
China,Asia,2011,Rice,109404
China,Asia,2012,Rice,107956
China,Asia,2013,Rice,108321
Egypt,Africa,2006,Wheat,10430
Egypt,Africa,2007,Wheat,10549
Egypt,Africa,2008,Wheat,10992
Egypt,Africa,2009,Wheat,11142
Egypt,Africa,2010,Wheat,11380
Egypt,Africa,2011,Wheat,11585
Egypt,Africa,2012,Wheat,11791
Egypt,Africa,2013,Wheat,12048
Egypt,Africa,2006,Rice,2858
Egypt,Africa,2007,Rice,2960
Egypt,Africa,2008,Rice,3047
Egypt,Africa,2009,Rice,2996
Egypt,Africa,2010,Rice,2855
Egypt,Africa,2011,Rice,3137
Egypt,Africa,2012,Rice,3257
Egypt,Africa,2013,Rice,3264
France,Europe,2006,Wheat,6402
France,Europe,2007,Wheat,6102
France,Europe,2008,Wheat,6677
France,Europe,2009,Wheat,6331
France,Europe,2010,Wheat,6986
France,Europe,2011,Wheat,6765
France,Europe,2012,Wheat,6984
France,Europe,2013,Wheat,6971
France,Europe,2006,Rice,317
France,Europe,2007,Rice,367
France,Europe,2008,Rice,350
France,Europe,2009,Rice,347
France,Europe,2010,Rice,339
France,Europe,2011,Rice,361
France,Europe,2012,Rice,339
France,Europe,2013,Rice,314
Germany,Europe,2006,Wheat,6796
Germany,Europe,2007,Wheat,6886
Germany,Europe,2008,Wheat,6868
Germany,Europe,2009,Wheat,7137
Germany,Europe,2010,Wheat,7235
Germany,Europe,2011,Wheat,7204
Germany,Europe,2012,Wheat,6712
Germany,Europe,2013,Wheat,6900
Germany,Europe,2006,Rice,226
Germany,Europe,2007,Rice,244
Germany,Europe,2008,Rice,251
Germany,Europe,2009,Rice,257
Germany,Europe,2010,Rice,243
Germany,Europe,2011,Rice,271
Germany,Europe,2012,Rice,275
Germany,Europe,2013,Rice,277
India,Asia,2006,Wheat,66293
India,Asia,2007,Wheat,69311
India,Asia,2008,Wheat,71361
India,Asia,2009,Wheat,69900
India,Asia,2010,Wheat,72719
India,Asia,2011,Wheat,71867
India,Asia,2012,Wheat,70589
India,Asia,2013,Wheat,75833
India,Asia,2006,Rice,80897
India,Asia,2007,Rice,82527
India,Asia,2008,Rice,84858
India,Asia,2009,Rice,85325
India,Asia,2010,Rice,86928
India,Asia,2011,Rice,86478
India,Asia,2012,Rice,86933
India,Asia,2013,Rice,87006
Indonesia,Asia,2006,Wheat,4854
Indonesia,Asia,2007,Wheat,4966
Indonesia,Asia,2008,Wheat,4767
Indonesia,Asia,2009,Wheat,5087
Indonesia,Asia,2010,Wheat,5354
Indonesia,Asia,2011,Wheat,5715
Indonesia,Asia,2012,Wheat,6334
Indonesia,Asia,2013,Wheat,6360
Indonesia,Asia,2006,Rice,28484
Indonesia,Asia,2007,Rice,29217
Indonesia,Asia,2008,Rice,29989
Indonesia,Asia,2009,Rice,30858
Indonesia,Asia,2010,Rice,31717
Indonesia,Asia,2011,Rice,32431
Indonesia,Asia,2012,Rice,33175
Indonesia,Asia,2013,Rice,33637
Italy,Europe,2006,Wheat,8642
Italy,Europe,2007,Wheat,8654
Italy,Europe,2008,Wheat,8744
Italy,Europe,2009,Wheat,8925
Italy,Europe,2010,Wheat,8713
Italy,Europe,2011,Wheat,8805
Italy,Europe,2012,Wheat,8906
Italy,Europe,2013,Wheat,8927
Italy,Europe,2006,Rice,324
Italy,Europe,2007,Rice,349
Italy,Europe,2008,Rice,324
Italy,Europe,2009,Rice,285
Italy,Europe,2010,Rice,341
Italy,Europe,2011,Rice,327
Italy,Europe,2012,Rice,307
Italy,Europe,2013,Rice,350
Japan,Asia,2006,Wheat,5321
Japan,Asia,2007,Wheat,5725
Japan,Asia,2008,Wheat,5576
Japan,Asia,2009,Wheat,5669
Japan,Asia,2010,Wheat,5779
Japan,Asia,2011,Wheat,5813
Japan,Asia,2012,Wheat,5694
Japan,Asia,2013,Wheat,5727
Japan,Asia,2006,Rice,7148
Japan,Asia,2007,Rice,7176
Japan,Asia,2008,Rice,6900
Japan,Asia,2009,Rice,6838
Japan,Asia,2010,Rice,6927
Japan,Asia,2011,Rice,6641
Japan,Asia,2012,Rice,7469
Japan,Asia,2013,Rice,7609
Malaysia,Asia,2006,Wheat,1484
Malaysia,Asia,2007,Wheat,1516
Malaysia,Asia,2008,Wheat,1488
Malaysia,Asia,2009,Wheat,1487
Malaysia,Asia,2010,Wheat,1477
Malaysia,Asia,2011,Wheat,1506
Malaysia,Asia,2012,Wheat,1489
Malaysia,Asia,2013,Wheat,1517
Malaysia,Asia,2006,Rice,2093
Malaysia,Asia,2007,Rice,2148
Malaysia,Asia,2008,Rice,2193
Malaysia,Asia,2009,Rice,2225
Malaysia,Asia,2010,Rice,2270
Malaysia,Asia,2011,Rice,2331
Malaysia,Asia,2012,Rice,2412
Malaysia,Asia,2013,Rice,2415
Mexico,North America,2006,Wheat,3811
Mexico,North America,2007,Wheat,3923
Mexico,North America,2008,Wheat,3813
Mexico,North America,2009,Wheat,3886
Mexico,North America,2010,Wheat,4008
Mexico,North America,2011,Wheat,4123
Mexico,North America,2012,Wheat,4104
Mexico,North America,2013,Wheat,4308
Mexico,North America,2006,Rice,672
Mexico,North America,2007,Rice,661
Mexico,North America,2008,Rice,604
Mexico,North America,2009,Rice,646
Mexico,North America,2010,Rice,627
Mexico,North America,2011,Rice,686
Mexico,North America,2012,Rice,631
Mexico,North America,2013,Rice,690
New Zealand,Oceania,2006,Wheat,319
New Zealand,Oceania,2007,Wheat,314
New Zealand,Oceania,2008,Wheat,322
New Zealand,Oceania,2009,Wheat,327
New Zealand,Oceania,2010,Wheat,333
New Zealand,Oceania,2011,Wheat,334
New Zealand,Oceania,2012,Wheat,349
New Zealand,Oceania,2013,Wheat,347
New Zealand,Oceania,2006,Rice,38
New Zealand,Oceania,2007,Rice,39
New Zealand,Oceania,2008,Rice,40
New Zealand,Oceania,2009,Rice,41
New Zealand,Oceania,2010,Rice,44
New Zealand,Oceania,2011,Rice,31
New Zealand,Oceania,2012,Rice,40
New Zealand,Oceania,2013,Rice,41
South Africa,Africa,2006,Wheat,2953
South Africa,Africa,2007,Wheat,2992
South Africa,Africa,2008,Wheat,3023
South Africa,Africa,2009,Wheat,3029
South Africa,Africa,2010,Wheat,3019
South Africa,Africa,2011,Wheat,3141
South Africa,Africa,2012,Wheat,3143
South Africa,Africa,2013,Wheat,3174
South Africa,Africa,2006,Rice,768
South Africa,Africa,2007,Rice,778
South Africa,Africa,2008,Rice,784
South Africa,Africa,2009,Rice,844
South Africa,Africa,2010,Rice,851
South Africa,Africa,2011,Rice,865
South Africa,Africa,2012,Rice,862
South Africa,Africa,2013,Rice,919
Spain,Europe,2006,Wheat,3749
Spain,Europe,2007,Wheat,3846
Spain,Europe,2008,Wheat,4055
Spain,Europe,2009,Wheat,4195
Spain,Europe,2010,Wheat,4256
Spain,Europe,2011,Wheat,4324
Spain,Europe,2012,Wheat,4411
Spain,Europe,2013,Wheat,4405
Spain,Europe,2006,Rice,281
Spain,Europe,2007,Rice,310
Spain,Europe,2008,Rice,335
Spain,Europe,2009,Rice,359
Spain,Europe,2010,Rice,364
Spain,Europe,2011,Rice,393
Spain,Europe,2012,Rice,383
Spain,Europe,2013,Rice,391
Sweden,Europe,2006,Wheat,724
Sweden,Europe,2007,Wheat,735
Sweden,Europe,2008,Wheat,734
Sweden,Europe,2009,Wheat,740
Sweden,Europe,2010,Wheat,752
Sweden,Europe,2011,Wheat,719
Sweden,Europe,2012,Wheat,730
Sweden,Europe,2013,Wheat,762
Sweden,Europe,2006,Rice,47
Sweden,Europe,2007,Rice,50
Sweden,Europe,2008,Rice,57
Sweden,Europe,2009,Rice,53
Sweden,Europe,2010,Rice,58
Sweden,Europe,2011,Rice,59
Sweden,Europe,2012,Rice,55
Sweden,Europe,2013,Rice,57
United Kingdom,Europe,2006,Wheat,5916
United Kingdom,Europe,2007,Wheat,5940
United Kingdom,Europe,2008,Wheat,6094
United Kingdom,Europe,2009,Wheat,6096
United Kingdom,Europe,2010,Wheat,6126
United Kingdom,Europe,2011,Wheat,6074
United Kingdom,Europe,2012,Wheat,6145
United Kingdom,Europe,2013,Wheat,6251
United Kingdom,Europe,2006,Rice,326
United Kingdom,Europe,2007,Rice,345
United Kingdom,Europe,2008,Rice,413
United Kingdom,Europe,2009,Rice,383
United Kingdom,Europe,2010,Rice,431
United Kingdom,Europe,2011,Rice,430
United Kingdom,Europe,2012,Rice,452
United Kingdom,Europe,2013,Rice,405
United States,North America,2006,Wheat,25250
United States,North America,2007,Wheat,25793
United States,North America,2008,Wheat,25302
United States,North America,2009,Wheat,24959
United States,North America,2010,Wheat,25167
United States,North America,2011,Wheat,25050
United States,North America,2012,Wheat,25757
United States,North America,2013,Wheat,25742
United States,North America,2006,Rice,2075
United States,North America,2007,Rice,2104
United States,North America,2008,Rice,2104
United States,North America,2009,Rice,2118
United States,North America,2010,Rice,2194
United States,North America,2011,Rice,2127
United States,North America,2012,Rice,2175
United States,North America,2013,Rice,2203
